2Mb	72	367763	367863	100
2Mb	73	375031	375131	100
2Mb	74	376933	377033	100
2Mb	75	382289	382389	100
2Mb	76	395724	395824	100
2Mb	77	398690	398790	100
2Mb	78	401585	401685	100
2Mb	79	432292	432392	100
2Mb	80	433447	433547	100
2Mb	81	435563	435663	100
2Mb	82	454386	454486	100
2Mb	83	465644	465744	100
2Mb	84	490172	490272	100
2Mb	85	491173	491273	100
2Mb	86	493522	493622	100
2Mb	87	496887	496987	100
2Mb	88	498745	498845	100
2Mb	89	499916	500016	100
2Mb	90	503826	503926	100
2Mb	91	507662	507762	100
2Mb	92	509750	510750	1000
2Mb	93	527468	527568	100
2Mb	94	533186	533286	100
2Mb	95	535975	536075	100
2Mb	96	538090	538190	100
2Mb	97	557733	557833	100
2Mb	98	562590	562690	100
2Mb	99	566116	566216	100
2Mb	100	572357	572457	100
2Mb	101	577909	578009	100
2Mb	102	581100	581200	100
2Mb	103	582711	582811	100
2Mb	104	590940	591040	100
2Mb	105	611541	611641	100
2Mb	106	617676	617776	100
2Mb	107	666794	666894	100
2Mb	108	726732	726832	100
2Mb	109	728085	728185	100
2Mb	110	729685	729785	100
2Mb	111	770767	770867	100
2Mb	112	835606	835706	100
2Mb	113	841932	842032	100
2Mb	114	842928	843028	100
2Mb	115	848896	848996	100
2Mb	116	851445	851545	100
2Mb	117	922283	922383	100
2Mb	118	924003	924103	100
2Mb	119	941545	941645	100
2Mb	120	966968	967068	100
2Mb	121	992833	992933	100
2Mb	122	1012695	1012795	100
2Mb	123	1013742	1013842	100
2Mb	124	1015999	1016099	100
2Mb	125	1039199	1039299	100
2Mb	126	1058742	1058842	100
2Mb	127	1064789	1064889	100
2Mb	128	1090544	1090644	100
2Mb	129	1111943	1112043	100
2Mb	130	1170233	1170333	100
2Mb	131	1175902	1176002	100
2Mb	132	1184391	1184491	100
2Mb	133	1193880	1193980	100
2Mb	134	1195600	1195700	100
2Mb	135	1202707	1202807	100
2Mb	136	1221327	1221427	100
2Mb	137	1222819	1222919	100
2Mb	138	1225056	1225156	100
2Mb	139	1226248	1226348	100
2Mb	140	1236311	1236411	100
2Mb	141	1262679	1262779	100
2Mb	142	1264200	1264300	100
2Mb	143	1295918	1296018	100
2Mb	144	1305785	1305885	100
2Mb	145	1309724	1309824	100
2Mb	146	1327609	1327709	100
2Mb	147	1328663	1328763	100
2Mb	148	1330979	1331079	100
2Mb	149	1341186	1341286	100
2Mb	150	1377187	1377287	100
2Mb	151	1378602	1378702	100
2Mb	152	1380231	1380331	100
2Mb	153	1440524	1440624	100
2Mb	154	1461113	1461213	100
2Mb	155	1465077	1465177	100
2Mb	156	1466867	1466967	100
2Mb	157	1474891	1474991	100
2Mb	158	1476956	1477056	100
2Mb	159	1526641	1526741	100
2Mb	160	1543207	1543307	100
2Mb	161	1545934	1546034	100
2Mb	162	1574571	1574671	100
2Mb	163	1603852	1603952	100
2Mb	164	1627182	1627282	100
2Mb	165	1642093	1642193	100
2Mb	166	1645911	1646011	100
2Mb	167	1662572	1662672	100
2Mb	168	1676560	1676660	100
2Mb	169	1679246	1679346	100
2Mb	170	1755195	1755295	100
2Mb	171	1761198	1761298	100
2Mb	172	1765961	1766061	100
2Mb	173	1770813	1770913	100
2Mb	174	1773149	1773249	100
2Mb	175	1774312	1774412	100
2Mb	176	1813216	1813316	100
2Mb	177	1852480	1852580	100
2Mb	178	1858474	1858574	100
2Mb	179	1861712	1861812	100
2Mb	180	1873272	1873372	100
2Mb	181	1893912	1894012	100
2Mb	182	1898481	1898581	100
2Mb	183	1900757	1900857	100
2Mb	184	1903947	1904047	100
2Mb	185	1933684	1933784	100
2Mb	186	1948537	1948637	100
2Mb	187	1962432	1962532	100
2Mb	188	1972412	1972512	100
2Mb	189	1975920	1976020	100
2Mb	190	1978145	1978245	100
2Mb	191	1979367	1979467	100
2Mb	192	1985626	1985726	100
