2Mb	92	507762	509750	1988
2Mb	93	510750	527468	16718
2Mb	94	527568	533186	5618
2Mb	95	533286	535975	2689
2Mb	96	536075	538090	2015
2Mb	97	538190	557733	19543
2Mb	98	557833	562590	4757
2Mb	99	562690	566116	3426
2Mb	100	566216	572357	6141
2Mb	101	572457	577909	5452
2Mb	102	578009	581100	3091
2Mb	103	581200	582711	1511
2Mb	104	582811	590940	8129
2Mb	105	591040	611541	20501
2Mb	106	611641	617676	6035
2Mb	107	617776	666794	49018
2Mb	108	666894	726732	59838
2Mb	109	726832	728085	1253
2Mb	110	728185	729685	1500
2Mb	111	729785	770767	40982
2Mb	112	770867	835606	64739
2Mb	113	835706	841932	6226
2Mb	114	842032	842928	896
2Mb	115	843028	848896	5868
2Mb	116	848996	851445	2449
2Mb	117	851545	922283	70738
2Mb	118	922383	924003	1620
2Mb	119	924103	941545	17442
2Mb	120	941645	966968	25323
2Mb	121	967068	992833	25765
2Mb	122	992933	1012695	19762
2Mb	123	1012795	1013742	947
2Mb	124	1013842	1015999	2157
2Mb	125	1016099	1039199	23100
2Mb	126	1039299	1058742	19443
2Mb	127	1058842	1064789	5947
2Mb	128	1064889	1090544	25655
2Mb	129	1090644	1111943	21299
2Mb	130	1112043	1170233	58190
2Mb	131	1170333	1175902	5569
2Mb	132	1176002	1184391	8389
2Mb	133	1184491	1193880	9389
2Mb	134	1193980	1195600	1620
2Mb	135	1195700	1202707	7007
2Mb	136	1202807	1221327	18520
2Mb	137	1221427	1222819	1392
2Mb	138	1222919	1225056	2137
2Mb	139	1225156	1226248	1092
2Mb	140	1226348	1236311	9963
2Mb	141	1236411	1262679	26268
2Mb	142	1262779	1264200	1421
2Mb	143	1264300	1295918	31618
2Mb	144	1296018	1305785	9767
2Mb	145	1305885	1309724	3839
2Mb	146	1309824	1327609	17785
2Mb	147	1327709	1328663	954
2Mb	148	1328763	1330979	2216
2Mb	149	1331079	1341186	10107
2Mb	150	1341286	1377187	35901
2Mb	151	1377287	1378602	1315
2Mb	152	1378702	1380231	1529
2Mb	153	1380331	1440524	60193
2Mb	154	1440624	1461113	20489
2Mb	155	1461213	1465077	3864
2Mb	156	1465177	1466867	1690
2Mb	157	1466967	1474891	7924
2Mb	158	1474991	1476956	1965
2Mb	159	1477056	1526641	49585
2Mb	160	1526741	1543207	16466
2Mb	161	1543307	1545934	2627
2Mb	162	1546034	1574571	28537
2Mb	163	1574671	1603852	29181
2Mb	164	1603952	1627182	23230
2Mb	165	1627282	1642093	14811
2Mb	166	1642193	1645911	3718
2Mb	167	1646011	1662572	16561
2Mb	168	1662672	1676560	13888
2Mb	169	1676660	1679246	2586
2Mb	170	1679346	1755195	75849
2Mb	171	1755295	1761198	5903
2Mb	172	1761298	1765961	4663
2Mb	173	1766061	1770813	4752
2Mb	174	1770913	1773149	2236
2Mb	175	1773249	1774312	1063
2Mb	176	1774412	1813216	38804
2Mb	177	1813316	1852480	39164
2Mb	178	1852580	1858474	5894
2Mb	179	1858574	1861712	3138
2Mb	180	1861812	1873272	11460
2Mb	181	1873372	1893912	20540
2Mb	182	1894012	1898481	4469
2Mb	183	1898581	1900757	2176
2Mb	184	1900857	1903947	3090
2Mb	185	1904047	1933684	29637
2Mb	186	1933784	1948537	14753
2Mb	187	1948637	1962432	13795
2Mb	188	1962532	1972412	9880
2Mb	189	1972512	1975920	3408
2Mb	190	1976020	1978145	2125
2Mb	191	1978245	1979367	1122
2Mb	192	1979467	1985626	6159
2Mb	193	1985726	2000000	14274
